e, G, j2j, j2u, logw1, spelldur1, u2j
1,0.0082343,1,0,5.3711,2.3,0
0,-1,0,0,-1,12.1,1
1,0.0022201,1,0,5.0937,1.15,0
1,0.74666,0,1,7.2729,37.65,0
0,-1,0,0,-1,0.5,1
1,0.69421,0,0,7.1759,60,0
1,0.47218,0,1,6.8172,37.15,0
1,0.10099,1,0,6.0682,29.65,0
1,0.59262,0,1,7.0061,20.85,0
0,-1,0,0,-1,1.9,1
1,0.61163,0,0,7.0367,60,0
1,0.85902,0,1,7.5287,14.45,0
1,0.68068,0,1,7.1522,49,0
1,0.32382,0,1,6.5767,37.65,0
0,-1,0,0,-1,5.5,1
1,0.31606,1,0,6.5633,1,0
1,0.7361,0,0,7.2526,60,0
1,0.50812,1,0,6.8732,12.3,0
1,0.89734,0,1,7.6471,26.7,0
1,0.31955,1,0,6.5693,54.15,0
1,0.13313,1,0,6.1702,31.6,0
1,0.54805,1,0,6.9355,27.65,0
1,0.68182,1,0,7.1542,46.75,0
1,0.32109,0,1,6.572,37.25,0
1,0.9844,0,0,8.1986,60,0
1,0.85233,0,0,7.5104,60,0
1,0.053375,0,0,5.8589,60,0
1,0.35561,0,1,6.6306,20.35,0
1,0.054807,0,1,5.867,3.3,0
1,0.92602,0,1,7.7591,6.55,0
1,0.88396,0,1,7.6027,16.1,0
1,0.097238,1,0,6.0548,5,0
1,0.86755,0,1,7.5529,22.55,0
1,0.16852,0,0,6.2644,60,0
1,0.029849,0,1,5.6912,1.55,0
1,0.092184,1,0,6.0362,13.5,0
1,0.86325,0,1,7.5406,25.7,0
1,0.25817,0,0,6.4575,60,0
1,0.92561,0,1,7.7572,28.7,0
0,-1,0,0,-1,2.65,1
1,0.047349,0,1,5.8228,16.65,0
1,0.68125,1,0,7.1532,39.2,0
1,0.40658,0,1,6.7138,7.45,0
0,-1,0,0,-1,0.65,1
1,0.59759,0,0,7.014,60,0
1,0.14553,1,0,6.2049,0.65,0
1,0.6831,0,0,7.1564,60,0
1,0.50482,0,0,6.8681,60,0
1,0.71486,1,0,7.2131,22.45,0
0,-1,0,0,-1,0.65,1
1,0.605,0,0,7.0259,60,0
1,0.36039,0,1,6.6386,28.25,0
1,0.34626,1,0,6.615,6.1,0
1,0.21385,1,0,6.368,31,0
1,0.37059,0,0,6.6554,60,0
1,0.75793,0,1,7.2951,6.4,0
1,0.37184,0,1,6.6575,6.2,0
1,0.66019,0,0,7.117,60,0
1,0.020425,1,0,5.5905,0.65,0
1,0.80291,0,0,7.3897,60,0
1,0.55646,0,0,6.9487,60,0
1,0.17937,1,0,6.2906,1.4,0
1,0.61583,1,0,7.0435,44.55,0
1,0.28289,0,0,6.5039,60,0
1,0.19928,0,1,6.3363,15.1,0
1,0.46153,0,1,6.8006,39.35,0
1,0.5937,0,0,7.0078,60,0
1,0.37246,1,0,6.6585,36.7,0
1,0.83041,0,1,7.4541,38.65,0
1,0.49363,1,0,6.8506,10.25,0
1,0.50057,0,0,6.8614,60,0
1,0.90137,0,1,7.6613,16.75,0
1,0.93785,0,1,7.8151,4.05,0
0,-1,0,0,-1,5.9,1
1,0.59476,0,0,7.0095,60,0
1,0.14815,1,0,6.212,54.8,0
1,0.56414,0,1,6.9608,34.3,0
1,0.56592,1,0,6.9637,54.85,0
1,0.10943,1,0,6.097,12.4,0
1,0.31528,0,1,6.5619,48.75,0
1,0.60797,0,1,7.0307,34.4,0
1,0.57327,0,0,6.9753,60,0
1,0.24336,1,0,6.4286,13.05,0
1,0.16435,1,0,6.254,8.55,0
1,0.75301,0,1,7.2853,2.8,0
1,0.55188,0,0,6.9416,60,0
1,0.70311,0,0,7.1918,60,0
1,0.68448,0,0,7.1588,60,0
1,0.39036,0,1,6.6877,11,0
1,0.019281,1,0,5.5758,9.6,0
1,0.58866,0,1,6.9997,58.3,0
0,-1,0,0,-1,21.7,1
1,0.85063,0,1,7.5059,3.05,0
1,0.81223,0,0,7.4109,60,0
1,0.24475,1,0,6.4314,13.25,0
1,0.34993,1,0,6.6211,37.05,0
1,0.83631,1,0,7.4688,43.5,0
1,0.70869,0,0,7.2019,60,0
1,0.19744,1,0,6.3322,35.15,0
1,0.67868,0,1,7.1487,21.3,0
1,0.19289,0,1,6.3219,21.25,0
1,0.045918,1,0,5.8136,27.4,0
1,0.10613,1,0,6.0859,38.95,0
1,0.73683,0,1,7.254,43.05,0
1,0.9573,0,0,7.9288,60,0
1,0.63781,0,1,7.0795,56.3,0
1,0.4953,0,1,6.8532,49.25,0
0,-1,0,0,-1,29.1,1
1,0.50781,1,0,6.8727,3.5,0
1,0.96704,0,0,8.0026,60,0
1,0.026683,0,1,5.6608,3.8,0
1,0.84797,1,0,7.4988,36.2,0
1,0.95337,0,1,7.9029,9.1,0
1,0.23477,0,0,6.4114,60,0
1,0.35417,1,0,6.6282,41.45,0
1,0.27642,0,1,6.492,17.45,0
0,-1,0,0,-1,23.1,1
0,-1,0,0,-1,14.55,1
1,0.47509,1,0,6.8218,25.45,0
1,0.3986,1,0,6.701,23.95,0
1,0.67887,0,1,7.1491,11.85,0
1,0.389,1,0,6.6855,33,0
1,0.42095,0,1,6.7367,7.75,0
1,0.57846,0,1,6.9835,17.8,0
1,0.88492,0,0,7.6058,60,0
1,0.44757,1,0,6.7787,14.9,0
1,0.40354,0,1,6.7089,32.1,0
0,-1,0,0,-1,4.2,1
0,-1,0,0,-1,18.75,1
1,0.29536,1,0,6.5266,7.75,0
1,0.10268,1,0,6.0741,45.7,0
1,0.54436,0,0,6.9298,60,0
1,0.8893,0,1,7.62,41.75,0
1,0.49608,0,1,6.8545,1.6,0
1,0.92105,0,1,7.7376,3.95,0
0,-1,0,0,-1,60,0
1,0.065615,1,0,5.9233,8.45,0
1,0.068784,1,0,5.9384,7.65,0
1,0.14067,1,0,6.1915,6.95,0
1,0.91873,0,1,7.7279,31.75,0
1,0.95177,0,1,7.8928,53.95,0
1,0.95734,0,0,7.9291,60,0
1,0.71376,1,0,7.2111,29.1,0
1,0.55755,0,0,6.9505,60,0
1,0.19563,0,1,6.3281,15.9,0
1,0.37657,0,1,6.6652,16.5,0
1,0.68487,0,1,7.1595,25.55,0
0,-1,0,0,-1,7.7,1
1,0.097004,1,0,6.054,9.95,0
0,-1,0,0,-1,4.15,1
1,0.88219,0,1,7.5971,32.7,0
1,0.62292,0,0,7.055,60,0
1,0.26551,0,1,6.4715,14.4,0
1,0.62472,0,0,7.058,60,0
1,0.92581,0,1,7.7581,0.2,0
1,0.88388,0,1,7.6024,4.9,0
1,0.34514,0,0,6.6131,60,0
1,0.97487,0,1,8.0764,45.7,0
1,0.68784,0,1,7.1647,51.05,0
1,0.42201,0,0,6.7384,60,0
1,0.89441,0,1,7.637,48.25,0
1,0.87465,0,1,7.5739,17.65,0
1,0.047537,1,0,5.8239,12.3,0
1,0.17209,0,1,6.2731,41.45,0
1,0.65162,1,0,7.1026,38.3,0
1,0.70726,0,1,7.1993,0.95,0
1,0.84496,0,1,7.4909,23.35,0
1,0.62182,0,0,7.0532,60,0
1,0.59435,0,0,7.0088,60,0
1,0.29115,0,1,6.519,42.3,0
1,0.25089,0,0,6.4434,60,0
1,0.75774,0,1,7.2947,17.9,0
0,-1,0,0,-1,3.15,1
1,0.51114,0,0,6.8779,60,0
1,0.2439,1,0,6.4297,0.6,0
1,0.74701,0,1,7.2736,30.3,0
1,0.0034446,1,0,5.1825,12.25,0
1,0.24991,0,1,6.4415,51.2,0
1,0.11752,0,1,6.1231,11.75,0
0,-1,0,0,-1,0.65,1
1,0.9958,0,0,8.4972,60,0
1,0.31581,0,0,6.5628,60,0
0,-1,0,0,-1,3.6,1
1,0.7899,0,1,7.3611,50.45,0
1,0.68763,1,0,7.1643,52.6,0
1,0.4911,0,1,6.8467,23.45,0
0,-1,0,0,-1,1.3,1
0,-1,0,0,-1,28.1,1
1,0.86591,0,0,7.5482,60,0
1,0.081135,0,1,5.9927,19.3,0
1,0.16849,0,1,6.2643,58.45,0
1,0.13019,1,0,6.1616,1.1,0
1,0.40433,0,0,6.7102,60,0
1,0.9128,0,1,7.704,8.4,0
1,0.89765,0,0,7.6482,60,0
1,0.39311,0,1,6.6921,12.55,0
1,0.13214,1,0,6.1673,14.3,0
1,0.77631,0,1,7.3324,53.75,0
1,0.5508,0,1,6.9399,22.5,0
1,0.56604,0,1,6.9638,51.95,0
1,0.92127,0,0,7.7385,60,0
1,0.97681,0,1,8.0976,20.45,0
1,0.35131,0,1,6.6235,27.15,0
1,0.54365,0,0,6.9287,60,0
1,0.34515,0,0,6.6131,60,0
1,0.37751,1,0,6.6668,11.15,0
1,0.71092,0,1,7.2059,36.2,0
1,0.0011345,0,1,4.9648,19.15,0
1,0.28251,1,0,6.5032,23.25,0
1,0.73947,0,0,7.2591,60,0
1,0.23633,1,0,6.4146,38.1,0
1,0.78255,0,0,7.3455,60,0
1,0.22809,0,0,6.3978,60,0
1,0.43413,1,0,6.7575,50.35,0
1,0.075747,1,0,5.9698,25.95,0
1,0.9579,1,0,7.933,55.6,0
1,0.65721,0,1,7.112,35.2,0
1,0.42161,0,0,6.7377,60,0
1,0.17602,0,1,6.2826,57.85,0
1,0.58597,0,0,6.9954,60,0
1,0.10126,1,0,6.0691,5.7,0
1,0.91904,0,0,7.7292,60,0
1,0.085069,1,0,6.0087,1.1,0
0,-1,0,0,-1,1.6,1
1,0.073036,1,0,5.9579,11.2,0
1,0.17627,0,1,6.2832,19,0
1,0.047076,1,0,5.821,5.85,0
1,0.23606,1,0,6.414,2.4,0
1,0.44976,0,1,6.7821,7.4,0
1,0.46371,0,1,6.804,21.7,0
1,0.018665,1,0,5.5675,19.05,0
1,0.049736,1,0,5.8375,6.05,0
1,0.40645,0,1,6.7136,14.9,0
1,0.081515,1,0,5.9943,46.6,0
1,0.35115,1,0,6.6232,5,0
1,0.48184,1,0,6.8323,55.35,0
0,-1,0,0,-1,0.9,1
1,0.24642,1,0,6.4347,12.4,0
1,0.65843,0,1,7.114,6.05,0
1,0.67582,0,0,7.1438,60,0
1,0.83627,0,1,7.4687,4.2,0
0,-1,0,0,-1,9.25,1
1,0.21411,1,0,6.3686,20.2,0
1,0.7875,0,1,7.356,34.4,0
1,0.044367,1,0,5.8035,38.65,0
1,0.28315,0,0,6.5044,60,0
1,0.13459,1,0,6.1744,21.35,0
1,0.44132,0,0,6.7689,60,0
1,0.75498,0,0,7.2892,60,0
1,0.47491,1,0,6.8215,17.6,0
1,0.87559,0,1,7.5767,17.95,0
1,0.30724,0,0,6.5477,60,0
1,0.68736,0,1,7.1639,35.55,0
1,0.34324,1,0,6.6099,32.4,0
1,0.91393,0,0,7.7085,60,0
1,0.90395,0,1,7.6706,42.75,0
1,0.82449,0,1,7.4397,44.45,0
1,0.68811,0,1,7.1652,25.55,0
1,0.19017,1,0,6.3158,15.85,0
1,0.36292,1,0,6.6428,43.55,0
1,0.93115,0,1,7.7824,42.7,0
1,0.89886,0,0,7.6524,60,0
1,0.38052,1,0,6.6717,6.7,0
1,0.012406,1,0,5.4668,40.35,0
1,0.68607,0,1,7.1616,4.55,0
1,0.46539,0,0,6.8066,60,0
1,0.92549,0,1,7.7567,55.65,0
0,-1,0,0,-1,12.55,1
1,0.97427,0,1,8.07,33.85,0
1,0.15843,1,0,6.2389,20.55,0
1,0.1132,1,0,6.1093,36.35,0
1,0.66962,0,1,7.1331,53.25,0
1,0.52877,1,0,6.9054,14.75,0
1,0.7491,0,1,7.2777,52.7,0
1,0.97862,0,0,8.1187,60,0
1,0.75479,1,0,7.2888,33.1,0
0,-1,0,0,-1,7.45,1
1,0.33382,1,0,6.5939,40.45,0
1,0.15196,1,0,6.2221,3.7,0
0,-1,0,0,-1,2.5,1
1,0.95646,0,1,7.9231,14.55,0
1,0.79864,0,0,7.3802,60,0
0,-1,0,0,-1,1.5,1
0,-1,0,0,-1,1.95,1
1,0.84154,0,0,7.4821,60,0
1,0.54402,0,1,6.9292,17.95,0
1,0.81387,0,0,7.4147,60,0
1,0.45159,0,0,6.785,60,0
1,0.53864,1,0,6.9208,2.4,0
1,0.82317,0,1,7.4366,41.4,0
1,0.41049,1,0,6.72,38.75,0
1,0.4073,0,1,6.7149,1.95,0
1,0.45517,0,0,6.7906,60,0
1,0.71753,0,1,7.218,24.95,0
1,0.91327,0,0,7.7059,60,0
1,0.63271,0,1,7.0711,55.35,0
0,-1,0,0,-1,4.1,1
1,0.99411,0,0,8.4249,60,0
1,0.78023,0,1,7.3406,12.25,0
1,0.62516,0,0,7.0587,60,0
1,0.29482,0,0,6.5256,60,0
1,0.90525,0,0,7.6754,60,0
1,0.64256,0,1,7.0874,14.3,0
1,0.40489,0,0,6.7111,60,0
1,0.2052,1,0,6.3493,36.35,0
1,0.64442,1,0,7.0905,20.25,0
1,0.23561,0,1,6.4131,7.35,0
1,0.6361,0,0,7.0767,60,0
1,0.78485,0,1,7.3503,0.25,0
1,0.66726,1,0,7.1291,46.8,0
0,-1,0,0,-1,9.9,1
1,0.52405,0,1,6.898,40.2,0
1,0.66808,0,1,7.1305,15.35,0
1,0.36523,1,0,6.6466,18.4,0
1,0.088571,0,1,6.0224,14.55,0
1,0.15466,1,0,6.2292,6.25,0
1,0.17409,0,0,6.278,60,0
1,0.49355,0,1,6.8505,16.9,0
1,0.47506,0,1,6.8217,41.45,0
1,0.14855,1,0,6.213,8.35,0
1,0.86993,0,1,7.5599,18,0
1,0.85043,0,1,7.5054,28.4,0
1,0.40708,1,0,6.7146,46.45,0
1,0.88918,0,1,7.6196,5.15,0
1,0.93057,0,1,7.7797,43.4,0
1,0.65005,1,0,7.0999,27,0
0,-1,0,0,-1,6.95,1
0,-1,0,0,-1,16.2,1
1,0.089338,0,0,6.0254,60,0
1,0.85117,0,1,7.5073,38.15,0
1,0.0087605,1,0,5.3853,18.75,0
1,0.33614,1,0,6.5979,43.65,0
1,0.034292,1,0,5.7296,48,0
1,0.0414,1,0,5.7833,18.05,0
1,0.25302,0,1,6.4476,4.9,0
0,-1,0,0,-1,15.65,1
1,0.81386,0,1,7.4146,25.65,0
1,0.4945,1,0,6.852,59.8,0
1,0.19087,1,0,6.3173,16.85,0
1,0.81367,0,0,7.4142,60,0
1,0.95171,0,0,7.8925,60,0
1,0.82078,0,1,7.4309,36.1,0
1,0.49355,1,0,6.8505,34.35,0
1,0.85431,1,0,7.5158,23.2,0
1,0.89974,0,0,7.6555,60,0
1,0.1625,1,0,6.2493,16.8,0
1,0.89823,0,1,7.6502,48.35,0
1,0.81704,0,1,7.422,36.15,0
1,0.67997,0,0,7.151,60,0
1,0.81368,0,0,7.4142,60,0
1,0.69456,0,1,7.1766,51.85,0
1,0.63696,0,0,7.0781,60,0
1,0.2738,0,1,6.4871,14.95,0
0,-1,0,0,-1,19.55,1
1,0.369,0,1,6.6528,30.4,0
1,0.38722,0,1,6.6826,17.75,0
1,0.725,0,1,7.2318,8.85,0
1,0.83083,1,0,7.4552,51.2,0
1,0.42029,0,1,6.7356,16.7,0
1,0.77392,0,0,7.3275,60,0
1,0.70712,0,0,7.199,60,0
1,0.66728,0,0,7.1291,60,0
1,0.82788,0,0,7.4479,60,0
1,0.70638,0,0,7.1977,60,0
1,0.21145,0,0,6.3629,60,0
1,0.58658,0,0,6.9964,60,0
1,0.22747,0,1,6.3965,11,0
1,0.75807,0,1,7.2953,8.8,0
1,0.56119,0,0,6.9562,60,0
1,0.069707,1,0,5.9427,6,0
0,-1,0,0,-1,8.15,1
1,0.73361,0,1,7.2479,50.85,0
1,0.11062,0,1,6.1009,35.4,0
1,0.43123,0,0,6.753,60,0
1,0.11163,1,0,6.1042,4.9,0
1,0.86545,0,1,7.5469,26.75,0
1,0.30631,1,0,6.5461,43.35,0
1,0.44158,0,1,6.7693,40.05,0
1,0.91499,0,0,7.7127,60,0
1,0.33407,0,1,6.5943,51.5,0
1,0.32423,0,0,6.5774,60,0
1,0.2727,1,0,6.485,38.55,0
1,0.57455,0,1,6.9773,33.6,0
1,0.73075,0,0,7.2425,60,0
1,0.26605,1,0,6.4725,17.85,0
1,0.14482,0,1,6.2029,14.4,0
1,0.84698,0,1,7.4962,39.85,0
1,0.92918,0,0,7.7733,60,0
1,0.2629,0,1,6.4666,27.8,0
0,-1,0,0,-1,10.15,1
1,0.77019,0,0,7.3198,60,0
1,0.84302,0,0,7.4859,60,0
1,0.11483,1,0,6.1146,24.05,0
1,0.61135,1,0,7.0362,1.95,0
1,0.58272,0,1,6.9903,16.85,0
1,0.002058,0,1,5.0788,3.45,0
1,0.41755,0,0,6.7313,60,0
1,0.61094,0,1,7.0356,41,0
1,0.86678,0,1,7.5507,7.3,0
1,0.42612,0,0,6.7449,60,0
1,0.94245,0,1,7.8391,23.4,0
1,0.69927,0,0,7.1849,60,0
1,0.56873,0,0,6.9681,60,0
1,0.43147,0,1,6.7533,26.6,0
1,0.88802,0,1,7.6158,19.5,0
1,0.051671,0,1,5.849,30.4,0
1,0.26811,0,0,6.4764,60,0
1,0.17281,0,1,6.2749,8.5,0
1,0.69957,0,1,7.1855,8.55,0
1,0.72383,1,0,7.2296,11.85,0
1,0.14329,0,1,6.1988,4.4,0
1,0.61138,0,1,7.0363,2.75,0
1,0.16779,0,0,6.2626,60,0
1,0.78745,1,0,7.3559,36.25,0
1,0.073371,1,0,5.9594,5,0
1,0.26381,1,0,6.4683,21.4,0
1,0.59473,0,1,7.0094,19.9,0
1,0.62065,0,0,7.0513,60,0
1,0.51768,1,0,6.8881,59.1,0
1,0.67366,0,1,7.14,1.15,0
1,0.84553,0,0,7.4924,60,0
1,0.71723,1,0,7.2174,10.35,0
0,-1,0,0,-1,16.9,1
1,0.45321,0,1,6.7875,46.1,0
1,0.4829,0,1,6.8339,8.4,0
1,0.12982,0,1,6.1605,23.5,0
0,-1,0,0,-1,3.65,1
1,0.1999,0,1,6.3377,12.65,0
1,0.81046,0,0,7.4068,60,0
1,0.227,0,1,6.3956,1.55,0
1,0.276,1,0,6.4912,16,0
1,0.78173,0,0,7.3437,60,0
1,0.52058,0,0,6.8926,60,0
1,0.6561,1,0,7.1101,20.6,0
1,0.22668,1,0,6.3949,1.8,0
1,0.0086402,1,0,5.3821,20.55,0
1,0.27546,0,1,6.4902,17.8,0
1,0.91411,0,1,7.7092,55.5,0
1,0.66816,1,0,7.1306,8.85,0
1,0.72981,0,1,7.2408,9.65,0
1,0.83623,0,0,7.4686,60,0
1,0.84767,0,0,7.498,60,0
1,0.15211,1,0,6.2225,1.85,0
1,0.4462,0,0,6.7766,60,0
1,0.78371,0,0,7.3479,60,0
1,0.024284,1,0,5.6357,19.9,0
1,0.39161,1,0,6.6897,12.95,0
1,0.17907,1,0,6.2899,15.95,0
0,-1,0,0,-1,6.8,1
1,0.69646,0,0,7.1799,60,0
1,0.36963,0,0,6.6539,60,0
0,-1,0,0,-1,25.4,1
1,0.33235,0,0,6.5914,60,0
1,0.86796,0,1,7.5541,1.35,0
1,0.71366,0,1,7.2109,17.45,0
1,0.8487,0,1,7.5008,37.6,0
1,0.49771,0,1,6.857,52.3,0
1,0.33308,0,0,6.5926,60,0
1,0.32112,0,1,6.572,20.9,0
1,0.15553,0,0,6.2315,60,0
1,0.3521,1,0,6.6248,6.95,0
1,0.10243,1,0,6.0732,5.85,0
1,0.45942,0,0,6.7973,60,0
0,-1,0,0,-1,3.7,1
1,0.039118,0,1,5.7669,11.55,0
1,0.96447,0,1,7.9816,25.15,0
1,0.7186,0,0,7.2199,60,0
1,0.94125,1,0,7.8327,57.55,0
0,-1,0,0,-1,4.25,1
0,-1,0,0,-1,1.3,1
0,-1,0,0,-1,0.45,1
1,0.29194,1,0,6.5204,3.3,0
0,-1,0,0,-1,0.25,1
1,0.49528,0,1,6.8532,35.85,0
1,0.80227,0,0,7.3883,60,0
1,0.10388,1,0,6.0782,27.2,0
1,0.73002,0,1,7.2412,21.25,0
1,0.097495,1,0,6.0557,31.65,0
1,0.67875,1,0,7.1488,1.5,0
1,0.79967,0,0,7.3825,60,0
1,0.77885,1,0,7.3377,11.65,0
1,0.47485,1,0,6.8214,19,0
1,0.84848,0,1,7.5002,26.7,0
1,0.40583,0,0,6.7126,60,0
0,-1,0,0,-1,0.55,1
1,0.29201,0,0,6.5205,60,0
1,0.8681,0,1,7.5545,53.4,0
1,0.33077,0,1,6.5887,4.5,0
1,0.10111,1,0,6.0686,6.8,0
1,0.26808,1,0,6.4764,13.6,0
1,0.28148,1,0,6.5013,12.65,0
1,0.21296,0,1,6.3661,1.6,0
0,-1,0,0,-1,22.55,1
1,0.39859,0,1,6.701,17.95,0
1,0.78434,0,1,7.3493,1.6,0
1,0.58761,0,0,6.9981,60,0
1,0.30061,0,1,6.536,10.45,0
1,0.86636,0,0,7.5495,60,0
1,0.89184,0,0,7.6284,60,0
1,0.10095,1,0,6.068,7.1,0
1,0.35102,1,0,6.623,43.15,0
1,0.25325,1,0,6.448,17.05,0
1,0.11804,1,0,6.1247,17.25,0
1,0.55864,0,0,6.9522,60,0
0,-1,0,0,-1,9.2,1
1,0.40472,1,0,6.7108,11.15,0
1,0.73466,1,0,7.2499,44.95,0
1,0.70304,1,0,7.1917,5.8,0
1,0.39261,0,1,6.6913,0.15,0
1,0.92633,0,0,7.7604,60,0
0,-1,0,0,-1,1.5,1
1,0.73064,0,1,7.2423,24.6,0
1,0.041233,1,0,5.7821,1,0
1,0.044378,1,0,5.8036,21.55,0
0,-1,0,0,-1,0.3,1
1,0.3271,0,0,6.5824,60,0
1,0.13156,1,0,6.1656,54.35,0
0,-1,0,0,-1,1.55,1
1,0.49701,0,1,6.8559,10.75,0
1,0.40343,0,1,6.7087,3.25,0
1,0.074025,1,0,5.9623,23.75,0
1,0.61867,0,1,7.0481,31.35,0
1,0.2118,1,0,6.3636,15.7,0
1,0.83977,0,1,7.4776,24.8,0
1,0.95706,0,1,7.9272,32.2,0
1,0.50056,0,1,6.8614,18.85,0
1,0.8985,0,1,7.6512,17.45,0
1,0.51408,1,0,6.8825,56.35,0
1,0.46039,0,1,6.7988,42,0
1,0.90455,0,1,7.6728,54.55,0
0,-1,0,0,-1,9,1
1,0.8189,0,1,7.4264,20.3,0
1,0.18935,0,1,6.3139,36.1,0
1,0.0055426,1,0,5.2832,13,0
1,0.066349,1,0,5.9268,13.8,0
1,0.18495,1,0,6.3037,16.6,0
1,0.56855,0,0,6.9678,60,0
1,0.43066,1,0,6.7521,20.9,0
0,-1,0,0,-1,7.9,1
1,0.51366,0,1,6.8818,0.4,0
1,0.73828,0,0,7.2568,60,0
1,0.42838,0,0,6.7485,60,0
1,0.56752,1,0,6.9662,25.65,0
1,0.92945,0,0,7.7745,60,0
1,0.32361,1,0,6.5764,28.5,0
1,0.65697,1,0,7.1116,6.8,0
1,0.3747,0,1,6.6622,9.55,0
1,0.9196,0,1,7.7315,53.5,0
1,0.52908,0,0,6.9059,60,0
1,0.64749,0,1,7.0957,34.35,0
1,0.35866,0,1,6.6357,36.4,0
1,0.095642,1,0,6.049,19.25,0
1,0.24458,1,0,6.431,6.6,0
1,0.64467,0,0,7.0909,60,0
1,0.47131,0,1,6.8159,14.85,0
1,0.088795,0,1,6.0233,52.95,0
1,0.17773,1,0,6.2867,15.95,0
1,0.54005,0,1,6.923,4.85,0
1,0.10245,1,0,6.0733,7.45,0
0,-1,0,0,-1,10.8,1
1,0.32245,0,1,6.5744,21.3,0
0,-1,0,0,-1,7.9,1
1,0.49122,0,0,6.8469,60,0
1,0.57485,0,1,6.9778,59.85,0
1,0.54088,1,0,6.9243,49.75,0
1,0.18321,0,1,6.2997,0.55,0
1,0.71365,0,1,7.2109,15.3,0
1,0.25057,1,0,6.4428,21.95,0
0,-1,0,0,-1,15.5,1
1,0.050318,1,0,5.841,6.9,0
1,0.89677,0,1,7.6451,44.6,0
1,0.24953,1,0,6.4408,6.85,0
1,0.80682,1,0,7.3985,52.9,0
1,0.72062,0,0,7.2237,60,0
1,0.74253,1,0,7.265,15.05,0
1,0.42539,0,0,6.7437,60,0
1,0.5517,0,0,6.9413,60,0
1,0.0047786,1,0,5.2512,24.9,0
0,-1,0,0,-1,2.5,1
1,0.63871,0,0,7.081,60,0
1,0.47636,1,0,6.8237,13.45,0
1,0.29074,1,0,6.5182,39.05,0
1,0.7535,0,0,7.2863,60,0
1,0.75518,0,1,7.2896,3.3,0
1,0.99416,0,0,8.4265,60,0
1,0.14088,1,0,6.1921,19.6,0
1,0.20235,0,0,6.3431,60,0
1,0.059029,1,0,5.8899,0.3,0
1,0.58586,0,1,6.9953,11.85,0
1,0.97845,0,0,8.1167,60,0
1,0.80731,0,0,7.3996,60,0
1,0.28739,0,0,6.5122,60,0
1,0.67626,0,1,7.1445,10.05,0
1,0.79922,0,1,7.3815,7.4,0
1,0.75345,0,0,7.2862,60,0
1,0.075282,1,0,5.9678,15,0
1,0.84507,0,1,7.4912,58.6,0
1,0.90517,0,1,7.6751,9.25,0
1,0.67549,0,1,7.1432,43.9,0
1,0.93493,0,1,7.8005,30.8,0
0,-1,0,0,-1,4.85,1
1,0.56172,0,0,6.957,60,0
1,0.17675,0,1,6.2844,33.05,0
0,-1,0,0,-1,0.75,1
1,0.40366,0,0,6.7091,60,0
0,-1,0,0,-1,1.65,1
1,0.97867,0,0,8.1194,60,0
1,0.69607,1,0,7.1792,41.85,0
0,-1,0,0,-1,10.3,1
1,0.66994,0,0,7.1336,60,0
1,0.53854,0,1,6.9207,5.55,0
1,0.73008,0,1,7.2413,24.45,0
1,0.2235,1,0,6.3883,54.45,0
1,0.16344,0,0,6.2517,60,0
1,0.47336,0,0,6.8191,60,0
1,0.17369,1,0,6.277,8.65,0
1,0.027082,1,0,5.6648,0.5,0
1,0.32119,1,0,6.5722,12.25,0
1,0.42681,0,0,6.746,60,0
1,0.98419,0,0,8.1952,60,0
1,0.28209,0,0,6.5025,60,0
1,0.88103,0,0,7.5935,60,0
1,0.91763,0,0,7.7234,60,0
1,0.74083,0,1,7.2617,52.8,0
1,0.023606,1,0,5.6282,8.05,0
1,0.033905,1,0,5.7264,2.4,0
1,0.28123,1,0,6.5009,6.7,0
1,0.73963,0,1,7.2594,16.4,0
1,0.12413,0,0,6.1435,60,0
1,0.96068,0,0,7.9527,60,0
1,0.41831,0,0,6.7325,60,0
1,0.58963,0,0,7.0013,60,0
1,0.95681,0,1,7.9255,10.5,0
1,0.94457,0,1,7.8507,15.8,0
1,0.6881,0,1,7.1651,13.35,0
1,0.61318,0,1,7.0392,45.3,0
1,0.0052364,1,0,5.2709,8.5,0
1,0.19127,1,0,6.3183,21.25,0
1,0.83914,0,0,7.4759,60,0
0,-1,0,0,-1,2.75,1
1,0.90152,1,0,7.6618,7.3,0
0,-1,0,0,-1,0.3,1
1,0.30697,1,0,6.5473,1.3,0
1,0.069954,0,1,5.9438,12.05,0
1,0.7932,0,1,7.3683,39.35,0
1,0.051413,1,0,5.8475,8.3,0
1,0.685,0,0,7.1597,60,0
1,0.61475,0,0,7.0417,60,0
1,0.4351,1,0,6.7591,7.3,0
1,0.56925,0,0,6.9689,60,0
1,0.23319,0,1,6.4082,6.55,0
1,0.57576,0,1,6.9792,22.05,0
1,0.51375,0,1,6.882,24.3,0
1,0.91851,0,0,7.727,60,0
1,0.25834,0,0,6.4578,60,0
0,-1,0,0,-1,13.65,1
1,0.37329,0,1,6.6599,33.6,0
1,0.35718,0,0,6.6333,60,0
0,-1,0,0,-1,13.8,1
1,0.89275,0,0,7.6314,60,0
0,-1,0,0,-1,3.3,1
1,0.40045,1,0,6.7039,11.6,0
1,0.12219,1,0,6.1376,20.7,0
1,0.79487,0,1,7.3719,4.55,0
1,0.67267,0,1,7.1383,35.75,0
1,0.993,0,1,8.3867,34.4,0
1,0.67791,0,0,7.1474,60,0
1,0.12084,1,0,6.1335,53.05,0
